group,names,scores,logfoldchanges,pvals,pvals_adj
0,Sell,8.975488,1.1271203,2.820990359452146e-19,8.971855613787023e-18
0,Gadd45a,8.965133,1.7948864,3.0990808457660557e-19,9.666748330447196e-18
0,F10,8.911597,2.4341147,5.030267250448597e-19,1.539451600042948e-17
0,Cnn2,8.459,1.4071306,2.6968076563255826e-17,7.953130942836536e-16
0,G0s2,8.3571205,6.807301,6.426759014080374e-17,1.8614648430068514e-15
0,Fcer1g,7.981124,0.97049874,1.4500660549471536e-15,4.0551847260763504e-14
0,Ndrg2,7.9775496,2.0285146,1.492671994775942e-15,4.1035830093670815e-14
0,Csf2rb,7.8247166,0.7716197,5.088019428050806e-15,1.3754612520497344e-13
0,Fgl2,7.8168297,1.0710328,5.417039016677558e-15,1.4403995549263934e-13
0,Adpgk,7.6588616,0.9450943,1.8758839709558512e-14,4.754193438891235e-13
0,Smpdl3a,7.607,2.110944,2.8053126099432897e-14,7.000333928196947e-13
0,Ctsb,7.5154195,0.86636734,5.6728737262237076e-14,1.3941516945355837e-12
0,Ccl6,7.4326053,1.8488145,1.0647911321568008e-13,2.5777480841169118e-12
0,Slc40a1,7.3384147,6.795563,2.161383190542105e-13,5.155534610381315e-12
0,Tnfrsf1b,7.286156,0.81482667,3.189234609296562e-13,7.497012371418875e-12
0,Dmxl2,7.2459264,1.6388177,4.294930669410288e-13,9.951967922547837e-12
0,Golim4,7.213669,1.0518335,5.446404548780222e-13,1.2442349546650027e-11
0,Tmem216,7.026082,2.776482,2.124134503321161e-12,4.719652279982087e-11
0,Anxa1,7.0054564,1.2467616,2.4618154073250958e-12,5.396033230650413e-11
0,Sp140,6.9973426,1.4904565,2.6086277863706625e-12,5.641592359324286e-11
0,Mcemp1,6.9314094,3.6468446,4.166688580637632e-12,8.89259062867663e-11
0,Syne1,6.8920875,3.1925023,5.497955597584045e-12,1.1581407765300417e-10
0,C3,6.8095856,3.1973445,9.788032434171974e-12,2.0354087959265312e-10
0,Tiam1,6.621772,1.1203126,3.549189663402113e-11,7.2870704228332e-10
