group,names,scores,logfoldchanges,pvals,pvals_adj
0,LYPD3,4.805589,0.14647117,1.542965624214749e-06,2.3520817442298e-06
0,HBA1,4.663081,0.5177987,3.1150972014849754e-06,4.705584896502984e-06
0,ANGPTL1,4.5919437,0.10745764,4.391371145152027e-06,6.613510760771125e-06
0,RP11-559M23.1,4.542349,0.2740954,5.5630923923424e-06,8.36555246968782e-06
0,ACTA2,4.53181,0.2020337,5.848049932509495e-06,8.741479719745134e-06
0,CPA5,4.526308,0.14692286,6.002312522800018e-06,8.958675407164206e-06
0,PDLIM1,4.5224333,-0.023894394,6.1132769219593665e-06,9.110695859850023e-06
0,EBF1,4.5155363,0.18645564,6.3156679221157105e-06,9.398315360291235e-06
0,AZU1,4.510577,0.16825238,6.465153682188605e-06,9.606469067145029e-06
0,SLITRK6,4.482525,0.21130294,7.3765044379792255e-06,1.0944368602343064e-05
0,PGM5-AS1,4.463307,0.1237429,8.070434891915508e-06,1.1956199839874826e-05
0,AC012358.8,4.455945,0.6793156,8.352440305206252e-06,1.2355680924861317e-05
0,DKK4,4.4313025,0.6607922,9.366551355297572e-06,1.3835378663659633e-05
0,SOSTDC1,4.273064,0.13537277,1.9280510138433956e-05,2.8023997294235403e-05
0,MESP1,4.156051,1.3747776,3.2379548907637445e-05,4.6723735797456634e-05
0,TECRL,4.062208,0.6363006,4.8610682404408037e-05,6.974272941808901e-05
0,BHMT,4.0572486,0.3749059,4.965418671256605e-05,7.113780331313188e-05
0,DCT,4.0525994,1.0941054,5.065172728123466e-05,7.246312915770339e-05
0,S100A14,3.9977348,-0.066955626,6.395151570090774e-05,9.084022116606214e-05
0,POU4F1,3.9912255,0.52039486,6.57327212428752e-05,9.323790247216341e-05
0,KRT18,3.945273,0.18268847,7.970917440480949e-05,0.0001127428209403246
0,BGN,3.934269,0.19673552,8.345029952059879e-05,0.00011786765469011129
0,HTR2B,3.914586,0.38244084,9.055946336505127e-05,0.00012772843916086216
0,CST4,3.9024198,0.49575096,9.523582290182645e-05,0.00013394630506586
0,RP11-511B23.1,3.8690207,0.21143475,0.00010927337270537468,0.00015325858724456477
0,TMEM196,3.8666184,0.25313643,0.0001103548845016633,0.0001543424958065221
0,HSD17B2,3.8383338,0.6377207,0.00012387198863296215,0.0001727642798228203
0,HHIP,3.7751005,0.23970512,0.00015994324487455657,0.00022214339565910637
0,RP11-44N21.1,3.743406,0.09867779,0.00018154242895965128,0.00025144380742333973
0,MMP10,3.7098134,0.3810752,0.0002074120901397845,0.0002864807874858902
0,HMGCS2,3.6556077,0.23085442,0.0002565734520274054,0.0003529208418533775
0,CGA,3.6461537,-0.09320608,0.00026619480986760476,0.0003656522113566
0,DCN,3.6424341,0.19074632,0.0002700721622155388,0.000370469358320355
0,TYRP1,3.5922968,0.72304785,0.00032777629275726526,0.0004471709314560236
0,FN1,3.578968,0.13438918,0.00034495353960688907,0.00046805093569455777
0,C5orf66-AS1,3.555798,-0.2710832,0.00037683352086687185,0.0005099235735681622
0,CTD-2314G24.2,3.4748964,0.2737127,0.0005110507529373004,0.0006878206634418579
0,GALP,3.4625752,0.725293,0.0005350325125052582,0.000717614934118083
0,MAB21L2,3.4624202,0.17076124,0.0005353407408520899,0.000717614934118083
0,GPX2,3.445217,0.19531842,0.0005706012734319671,0.0007628359270480844
0,LINC01356,3.4246814,,0.0006155204509760964,0.0008196011331239632
0,RP11-510C10.2,3.3512967,0.17034675,0.0008043409756303082,0.0010639430894580795
0,AGT,3.2786865,0.16334358,0.0010429138381379461,0.001372255050181508
0,GNB5,3.2279294,0.05442214,0.0012468976544363372,0.001636348627869209
0,IHH,3.117968,0.43346864,0.0018210245111961215,0.0023711256656199498
0,FGFBP2,3.1150236,0.16045757,0.0018393025357190547,0.0023918108396866773
0,ATP6V1C2,3.1078167,0.48823842,0.0018847489562787015,0.0024477259172450668
0,RGS13,3.0906136,0.40810642,0.0019974343314607935,0.002590706007082741
0,NXPH4,3.0800745,0.102955244,0.002069487456013601,0.002677215337663132
0,S100A11,3.0009165,0.27427787,0.002691683377963004,0.0034731398425329085
0,LMO1,2.9733682,0.1553375,0.002945509507827724,0.0037860019380819075
0,COL1A2,2.9693387,0.26686656,0.002984416037185871,0.0038310860554375747
0,HOXB5,2.9670913,0.1374607,0.0030063170085952834,0.003854252575122158
0,COL1A1,2.9381866,0.08711988,0.0033013808900976805,0.004227120217794725
0,C1QTNF7,2.8793702,0.18597934,0.003984701295134496,0.005095525952857412
0,ALDH1A1,2.8669329,0.21153513,0.00414470933291919,0.005293370795554521
0,TH,2.821019,0.17075753,0.004787139029506807,0.006098266279626506
0,CER1,2.7981586,-1.5800949,0.0051394852556986715,0.006530476817914449
0,FRMD5,2.751741,0.12557913,0.005927938432127832,0.007522764507776437
0,BASP1,2.7425969,0.12299379,0.0060955454637113705,0.007715880333811861
0,SMOC2,2.6722343,-0.003955766,0.007534804000183521,0.009465834171084824
0,SOX17,2.664175,0.28901994,0.007717739365649371,0.009683487284378131
0,EPHA5-AS1,2.653171,0.117163494,0.007973942269039138,0.009992408858445033
0,RAB3A,2.616595,0.035564765,0.0088811661096213,0.01105998270189452
0,FGF5,2.601794,0.4139808,0.009273754597414571,0.011520192046477728
0,TSLP,2.6012516,0.21319854,0.00928843235544289,0.011524109622137579
0,FAM159B,2.5910225,1.1355637,0.009569121137450136,0.011857647010471048
0,TNFAIP6,2.5802512,0.14981179,0.009872847063035897,0.012218870127519673
0,PPP1R17,2.5549889,0.26100153,0.01061912136984277,0.013045603648455492
0,SHISA3,2.5353057,0.382376,0.011234919149883947,0.013751431028009728
0,EPO,2.5287964,0.1130287,0.011445436519713807,0.013991976185469202
0,BST2,2.4775743,0.19929515,0.013227886655798365,0.016111920409011406
0,SYT16,2.4523895,0.06912763,0.01419110003513113,0.017243134915104655
0,TMEFF2,2.4051967,0.17910826,0.016163760227627378,0.01961621386847983
0,CTD-2035E11.4,2.30159,-0.9490698,0.021358307067738176,0.02564022457111426
0,ANGPT2,2.2151089,0.11168593,0.026752591937329807,0.03203903226027522
0,RP11-462L8.1,2.2058098,0.34664145,0.027397316911764193,0.03273275616698231
0,LA16c-312E8.2,2.2044926,0.084340416,0.027489728389163182,0.03280397182477707
0,LCN15,2.2022452,0.008059377,0.027647992130597245,0.03295350671108134
0,CNTN1,2.1955035,0.1151624,0.028127506879040712,0.03348512723695323
0,GADD45G,2.1802375,0.07455363,0.029239862627332976,0.034767969830360256
0,PMP22,2.1106496,0.0717921,0.0348024355874521,0.04128402798037023
0,AFP,2.1097972,0.07413303,0.03487582335289815,0.041322065584002546
0,SLC5A12,2.0564828,0.47922397,0.039736006971086486,0.04691382168959444
0,LAMA4,2.0409844,0.16183445,0.041252382369548084,0.048589378527147335
0,TPM1,2.023626,0.050292727,0.043008632869657476,0.05059839161136174
0,SNHG18,1.9662045,-0.011935873,0.04927498467456859,0.05776668777792332
0,IGFBP2,1.8935946,0.022838721,0.05827884547244963,0.06776609938656934
0,DCX,1.8906499,0.046350297,0.058671098547250354,0.06814297159959391
0,ACPP,1.8805759,0.16775344,0.06002963145729034,0.06963994368595167
0,APOBEC2,1.8415974,,0.06553405702210399,0.07567443074145958
0,CREB5,1.7941723,0.06325485,0.07278566774105223,0.08395117386511215
0,RP5-1159O4.2,1.7794489,0.04447523,0.0751662043870229,0.08659700966246878
0,XKR7,1.7255919,-0.20542358,0.08442085682774786,0.09703546761810099
0,RP11-21B23.2,1.715828,0.13398096,0.08619354387900446,0.0989592926280189
0,APOA1,1.665768,-0.03674615,0.09575961638604796,0.10943956158405481
0,POSTN,1.6411257,-0.06344513,0.10077134109857558,0.11464316393467074
0,PRCD,1.6403507,-0.68774164,0.10093226919478823,0.11469357621376328
0,NHLH1,1.6398083,-0.05629736,0.10104504064432544,0.11469357621376328
0,SCRT2,1.6217526,0.020354882,0.10485632668079996,0.11875008684122305
0,COL6A3,1.5932356,0.025423806,0.11110735562147026,0.12540333591588065
0,COL5A1,1.5552645,-0.44076815,0.11988309232121193,0.1351556846913325
0,COLEC11,1.5182233,0.24381092,0.1289581139724211,0.14522310132029403
0,GNG11,1.510784,-0.008680023,0.1308434735539174,0.1470151388246263
0,RP11-247C2.2,1.4945883,-0.009538847,0.135021935633413,0.15136988299709978
0,TMEM176B,1.4909462,-0.021199202,0.13597564094753253,0.1522683549244485
0,PAGE4,1.4776175,0.5651348,0.1395101882820048,0.15605166474497179
0,LUM,1.4109744,0.22463423,0.15825216980709933,0.1762273605869703
0,HS3ST2,1.4088047,-0.038802177,0.15889295475187248,0.17662414064715076
0,REN,1.3889667,-0.07574424,0.16484289241557537,0.1829554854778861
0,CRYM,1.3841622,0.0579047,0.166308812315498,0.18437784070454322
0,TMEM88,1.3300728,-0.041900784,0.1834943109790068,0.20298043249890133
0,CTSS,1.3013232,0.06397176,0.19314785187106076,0.2131874744713695
0,OGN,1.2961313,0.074200995,0.19493027778384375,0.2149176160792103
0,OLFML3,1.2369274,-0.04823532,0.21611405946333928,0.23722728810465343
0,AGTR1,1.172764,0.14537622,0.2408904740889758,0.2624079238442002
0,PAPPA2,1.1718341,0.025190955,0.24126368643905016,0.26252849449298166
0,CCL2,1.1243315,0.04072379,0.26087243704943897,0.2832491173175233
0,SLC40A1,1.1209219,-0.06814407,0.26232114570941445,0.28451317322062303
0,CYB5A,0.99367994,0.046600956,0.32037870999609386,0.3456081013981595
0,RP11-285F16.1,0.9809713,0.05774455,0.3266069166823118,0.35194710849387045
0,TDO2,0.88131654,-0.12119347,0.37814651586139203,0.40486779000149037
0,EPCAM,0.85985124,-0.6620914,0.3898710408173507,0.4169398002687
0,CDC20B,0.8591538,-0.00835491,0.3902556530515032,0.4169398002687
0,CA3,0.85713905,0.013307974,0.39136804982806506,0.4176820168922786
0,SNAP25,0.843113,-0.041462235,0.3991652580053989,0.4255493155707878
0,TOX,0.8390059,0.009774007,0.40146599456280374,0.42754632008818294
0,MT1G,0.8207178,-0.10390986,0.41180703226348525,0.43809258751434604
0,LOX,0.7712004,0.027234826,0.44058815382616145,0.4677156622358402
0,CCDC42,0.72129554,0.07564146,0.4707276904774753,0.49759798147724665
0,FGF4,0.66402894,-0.07749876,0.5066717717509573,0.5339007078513777
0,RTN1,0.64884055,-0.21436366,0.5164414545622743,0.5436225837497625
